age,workclass,fnlwgt,education,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
29,4,285657,15,2,3,0,4,1,0,0,45,39,0
24,4,236907,11,2,5,0,4,1,0,0,55,39,0
19,4,378418,11,4,8,4,4,0,0,0,30,39,0
50,6,213279,11,2,4,0,4,1,0,0,50,39,0
38,4,105503,15,0,4,1,4,0,0,0,40,39,0
24,4,79160,11,4,3,3,2,1,0,0,40,39,0
62,0,139391,5,2,0,0,4,1,0,0,40,21,1
33,6,190027,12,4,4,1,2,0,0,0,70,39,1
79,4,160758,5,2,12,0,4,1,0,0,15,39,0
33,4,361280,10,2,13,0,1,1,0,0,40,24,0
36,4,199288,0,2,14,0,4,1,0,0,70,39,0
46,6,204698,9,2,13,0,4,1,0,0,40,39,1
17,4,213354,1,4,6,3,4,1,0,0,6,39,0
22,4,282579,11,4,8,4,4,1,0,0,40,39,0
39,4,99783,11,4,1,1,4,0,0,0,45,39,0
27,4,446947,9,4,1,4,2,0,0,0,55,39,0
57,4,186202,11,2,3,0,4,1,0,0,40,39,0
26,5,177951,15,2,12,0,4,1,0,0,32,39,0
28,4,258364,9,4,8,1,4,0,0,0,35,39,0
46,2,200727,12,2,10,0,4,1,0,0,50,39,1
32,6,33404,11,0,3,1,4,1,10520,0,50,39,1
63,1,31115,15,2,4,0,4,1,15024,0,40,39,1
21,4,301915,1,5,12,1,3,0,0,0,30,26,0
44,4,201908,11,2,14,0,4,1,5013,0,40,39,0
40,4,168071,9,2,10,0,4,1,0,0,45,39,1
32,4,347623,11,2,7,0,4,1,0,0,40,39,0
39,4,35890,9,2,12,0,4,1,0,0,50,39,1
31,4,154227,15,2,14,0,4,1,0,0,40,39,0
23,4,161532,11,2,3,0,4,1,0,0,40,39,0
55,4,178282,11,2,14,0,4,1,0,0,40,39,0
31,4,263561,9,2,3,0,4,1,0,0,40,39,1
52,4,201783,15,2,4,0,4,1,7688,0,40,39,1
30,4,161153,11,4,3,3,4,1,0,0,40,39,0
28,4,193125,15,2,12,5,4,0,0,0,40,39,1
28,4,126060,11,2,1,5,4,0,99999,0,36,39,1
52,4,186826,14,4,10,1,4,1,0,1564,40,39,1
32,4,156192,11,4,8,3,4,1,0,0,20,39,0
35,4,193094,11,4,10,4,4,0,0,0,35,39,0
26,4,472411,15,2,12,0,4,1,0,0,40,39,0
17,4,147069,1,4,8,3,4,0,0,0,16,39,0
40,4,300195,15,0,13,4,2,0,0,0,40,39,0
75,0,91417,8,2,0,5,4,0,0,0,20,39,0
23,4,182342,15,4,3,3,4,1,0,0,40,22,0
32,4,258406,9,2,10,0,4,1,0,0,40,26,0
27,4,87239,15,2,6,0,4,1,0,0,45,39,0
25,4,294406,8,4,10,1,4,0,0,0,30,39,0
18,0,41385,11,2,0,0,4,1,4508,0,40,39,0
66,4,197414,5,3,8,1,4,0,0,0,20,39,0
47,4,323212,11,6,8,1,4,0,0,0,40,39,0
57,2,31532,7,2,8,0,4,1,0,0,20,39,0
30,4,127610,9,4,12,3,4,0,0,0,20,12,0
26,4,163189,15,0,3,3,4,1,0,0,40,39,0
33,4,594187,9,2,4,0,4,1,0,1902,60,39,1
39,4,269323,8,2,8,0,4,1,0,1485,38,39,1
33,4,96480,8,2,10,5,4,0,7688,0,40,39,1
58,4,200316,11,2,14,0,4,1,0,0,40,39,0
22,4,212780,11,4,12,1,2,0,0,0,30,39,0
49,5,120121,9,2,4,0,4,1,0,0,50,39,1
20,4,367240,15,4,8,3,4,0,0,0,20,39,0
24,4,117606,9,4,4,3,4,0,0,0,35,39,0
33,4,122749,8,2,3,0,1,1,0,0,40,19,1
59,4,169560,0,2,10,0,4,1,0,0,40,39,0
46,4,269890,11,0,3,1,2,1,0,0,40,39,0
43,4,303426,11,0,8,4,1,1,5721,0,40,30,0
25,4,112835,9,4,10,1,4,1,0,0,40,39,0
17,4,226503,1,4,12,3,4,0,0,0,20,39,0
46,4,207733,3,6,8,4,4,0,0,0,40,33,0
20,4,275421,15,4,12,3,4,0,0,0,20,39,0
37,2,165883,11,2,6,0,2,1,0,0,40,39,0
56,5,236676,11,2,12,0,4,1,0,0,50,39,1
19,0,171578,15,4,0,3,2,1,0,0,40,39,0
30,4,685955,9,4,12,4,2,1,0,0,50,39,0
32,4,72887,15,2,12,0,1,1,0,0,40,39,1
34,4,135304,15,2,3,0,4,1,0,0,45,39,0
27,4,218781,11,2,6,0,4,1,0,0,50,39,0
23,4,126540,0,2,6,0,4,1,0,0,40,39,0
33,4,261943,0,2,7,0,4,1,0,0,40,13,0
34,7,111843,9,4,1,1,2,0,3325,0,40,39,0
71,6,401203,9,2,10,0,4,1,0,0,34,39,1
56,4,117400,15,4,10,1,4,0,0,0,35,39,0
61,0,113658,0,0,0,2,4,0,0,0,20,39,0
40,2,166822,12,2,10,5,2,0,0,0,36,39,1
35,4,151322,15,4,3,1,4,1,0,0,40,39,0
21,4,102684,11,4,8,3,4,1,0,0,40,39,0
54,6,152652,11,2,3,0,4,1,0,0,40,39,0
24,4,193416,7,4,8,3,4,0,0,0,3,39,0
35,4,103323,12,2,4,0,4,1,0,0,45,39,0
37,6,33975,9,5,14,1,4,1,0,0,50,39,0
20,0,163665,15,4,0,3,4,0,0,0,30,39,0
59,4,187485,15,2,4,0,4,1,0,0,45,39,1
50,4,110327,11,2,12,0,4,1,0,0,50,39,1
28,4,179498,9,4,8,1,4,1,0,0,40,39,0
37,2,197915,5,2,7,0,4,1,0,0,40,39,0
51,4,103995,10,6,10,1,4,0,10520,0,60,39,1
46,4,123807,11,4,7,1,2,0,0,0,15,39,0
23,4,43535,11,0,8,1,4,0,0,0,24,39,0
57,6,200316,5,2,3,0,4,1,0,0,50,39,0
60,4,125832,11,0,10,1,4,0,0,0,72,2,0
51,7,71691,9,0,4,1,4,1,0,0,60,39,1
50,4,168212,15,3,14,4,4,1,0,0,40,39,0
45,1,98320,15,0,1,4,1,0,914,0,40,39,0
41,4,173307,11,2,14,0,4,1,0,0,43,39,0
56,4,442116,15,2,4,0,4,1,0,0,54,39,1
18,4,130849,11,4,1,3,4,0,0,0,17,39,0
51,4,159015,11,2,14,0,4,1,0,0,60,39,0
32,4,147921,14,4,8,1,4,0,0,0,35,39,0
48,4,268022,7,2,4,0,4,1,7298,0,55,39,1
51,4,253357,11,2,3,0,4,1,0,0,40,39,0
50,4,339954,11,2,3,0,4,1,0,0,40,39,1
32,7,347623,8,2,13,0,4,1,3411,0,40,39,0
53,1,169112,14,2,1,0,4,1,0,0,45,39,1
37,4,166213,11,0,13,4,4,1,0,0,40,39,0
62,4,216765,9,2,10,0,4,1,0,0,40,0,1
51,4,335997,11,2,3,0,4,1,0,1902,40,39,1
18,0,354236,0,4,0,3,4,0,0,0,30,39,0
70,4,178120,11,6,9,2,2,0,0,0,8,39,0
54,4,312631,14,2,10,5,4,0,0,1887,50,39,1
67,2,31924,15,6,8,1,4,0,2964,0,41,39,0
34,1,96483,7,4,13,1,1,0,0,0,60,39,1
26,4,305304,1,5,6,2,4,1,0,0,40,39,0
52,2,111722,15,2,1,5,4,0,0,0,72,39,0
24,4,197554,11,4,1,3,4,0,0,0,40,39,0
51,4,257126,0,2,3,0,4,1,0,0,40,39,0
27,4,101597,11,2,7,5,4,0,0,0,40,39,0
23,4,220115,11,4,7,1,4,1,0,0,40,39,0
38,4,210844,15,2,3,0,4,1,0,2042,40,4,0
25,5,66935,11,4,8,2,4,1,0,0,30,39,0
81,4,192813,5,2,6,0,4,1,0,0,25,32,0
35,6,95639,1,2,10,0,0,1,0,0,4,39,0
40,6,223881,14,2,10,0,4,1,0,0,60,39,1
33,4,223105,11,2,1,0,2,1,0,0,40,39,0
33,4,192644,10,2,10,0,4,1,0,1977,90,39,1
45,6,58683,9,2,12,0,4,1,5178,0,48,39,1
22,4,162282,11,4,7,3,4,1,0,0,55,39,0
38,7,239539,11,2,7,0,1,1,0,0,40,30,0
46,4,117849,12,2,4,0,4,1,99999,0,50,39,1
17,4,99237,1,4,6,3,4,1,0,0,30,39,0
18,0,149343,11,4,0,3,4,0,0,0,3,39,0
42,6,193882,11,2,10,0,4,1,0,0,50,39,1
41,4,107845,9,2,10,5,4,0,0,0,40,39,1
58,4,268295,4,2,1,0,2,1,0,0,40,39,0
43,4,71269,15,2,12,0,4,1,0,0,45,39,0
42,5,204598,8,2,8,0,4,1,3464,0,80,39,0
19,0,98283,15,4,0,3,1,1,0,0,32,39,0
45,5,188694,14,2,10,0,4,1,0,0,50,39,1
41,4,201908,12,2,12,0,4,1,0,0,20,39,0
38,4,191137,1,2,7,0,4,1,0,0,35,39,0
58,6,129786,11,5,5,1,4,1,0,0,50,39,0
37,4,302903,15,2,4,5,1,0,0,0,40,39,1
34,4,143526,11,4,7,1,4,1,0,0,40,39,0
23,4,182117,15,4,8,3,4,1,0,0,40,39,0
47,4,172753,11,2,14,0,4,1,0,0,85,39,1
37,4,139770,11,4,1,1,4,0,0,0,35,39,0
47,4,215686,11,2,3,0,2,1,0,0,50,39,0
31,4,181388,12,2,10,5,4,0,0,1902,45,39,1
57,4,81973,9,2,12,0,1,1,15024,0,45,39,1
44,4,328581,9,2,12,0,4,1,0,0,50,39,1
64,4,110110,1,2,7,0,2,1,0,0,40,39,0
31,4,174201,9,2,4,0,4,1,0,0,40,39,1
40,4,137421,12,3,4,1,1,1,0,0,35,19,1
34,4,153927,9,2,10,0,4,1,0,0,40,39,1
28,1,187649,11,4,10,3,4,0,0,0,40,39,0
72,4,149992,5,2,5,0,4,1,0,0,35,39,0
21,4,234640,11,4,4,1,4,0,0,0,47,39,0
52,2,311569,12,2,4,0,4,1,0,0,50,39,1
44,4,182383,15,2,1,5,4,0,0,0,35,39,0
57,7,344381,15,2,10,0,1,1,7688,0,75,39,1
35,6,280570,11,2,4,0,4,1,0,0,35,39,0
21,4,215039,1,4,6,3,4,1,0,0,40,39,0
38,2,339442,15,2,14,0,2,1,0,0,40,39,0
28,2,168065,12,4,10,1,4,0,0,0,40,39,0
59,4,47534,12,0,4,1,4,0,0,0,45,39,1
54,2,116428,0,2,4,0,4,1,0,0,40,39,0
25,4,121789,15,4,12,1,4,1,0,0,38,39,0
29,7,143139,0,4,3,4,4,1,0,0,40,39,0
18,4,187790,11,4,1,3,4,0,0,0,40,39,0
31,4,140559,11,2,8,0,2,1,0,0,40,39,0
17,4,184025,1,4,6,3,4,1,0,0,16,39,0
47,4,257824,15,2,4,0,4,1,0,0,45,39,1
42,4,89226,11,2,8,0,4,1,7688,0,40,12,1
21,4,145917,15,4,1,3,4,0,0,0,20,39,0
32,4,207301,15,2,12,5,4,0,0,0,40,39,0
51,4,135388,2,6,7,1,4,1,0,1564,40,39,1
24,4,266467,8,4,7,3,4,1,0,0,40,39,0
60,4,200047,12,2,1,0,4,1,0,0,40,39,0
29,1,121040,11,0,1,1,2,0,0,0,40,39,0
24,4,199694,7,4,6,3,4,1,0,0,30,39,0
43,4,301007,12,2,4,0,4,1,7298,0,50,39,1
64,6,253759,15,2,12,0,4,1,0,1977,50,39,1
53,4,120839,15,2,3,0,4,1,0,0,40,39,0
64,7,33342,15,0,1,1,4,0,0,0,40,39,0
41,4,205195,7,0,12,1,4,1,0,0,40,39,0
30,4,362873,9,2,13,0,4,1,0,0,40,8,0
25,4,104614,11,4,11,4,4,0,0,0,25,39,0
27,6,32280,11,4,5,4,4,1,0,0,50,39,0
30,4,191777,2,4,8,3,2,0,0,0,20,0,0
39,4,144169,11,2,4,0,4,1,0,0,40,39,0
28,4,264076,11,4,1,1,4,0,0,0,40,39,0
33,4,119164,12,4,10,1,4,1,0,0,50,39,0
41,4,126845,15,2,1,0,4,1,0,0,40,39,0
24,4,228395,9,4,12,3,2,0,0,0,40,39,0
32,4,242654,15,0,12,4,2,0,0,1138,40,16,0
69,6,30951,8,2,4,0,4,1,0,0,20,39,0
36,4,48855,12,2,10,0,4,1,0,0,38,39,1
57,6,50791,8,2,4,0,4,1,0,0,20,39,0
58,2,248739,11,4,8,1,4,1,0,0,40,39,0
26,4,165418,7,2,3,0,4,1,0,0,40,39,0
17,4,79464,1,4,1,3,4,0,0,0,12,39,0
36,2,321247,1,2,3,0,4,1,0,0,40,39,0
44,4,104269,11,2,3,0,2,1,0,0,40,39,1
39,5,129573,7,2,4,0,4,1,0,0,45,39,0
41,4,222142,15,2,3,0,4,1,3464,0,40,39,0
24,4,126613,1,4,8,1,4,0,0,0,20,39,0
54,4,145548,11,2,3,0,4,1,0,0,40,39,0
26,4,331861,9,4,4,1,4,1,0,0,30,39,0
39,4,156261,15,0,1,4,4,0,0,0,38,39,0
27,4,173944,11,2,3,0,4,1,0,0,40,39,1
25,4,69739,0,4,7,3,4,1,0,0,40,32,0
32,4,266345,15,4,13,1,4,1,0,0,40,39,0
30,4,278006,11,0,13,4,4,0,0,0,40,39,0
50,5,82578,9,2,4,0,4,1,0,0,40,39,1
66,4,154164,7,4,10,1,4,1,0,0,7,0,0
25,4,250038,11,2,1,0,4,1,0,0,40,39,1
48,4,175468,11,3,8,4,4,0,0,0,16,39,0
23,7,435835,9,4,10,1,4,1,0,0,7,39,0
70,4,135601,9,2,10,0,4,1,20051,0,35,39,1
20,7,162945,15,4,6,3,4,1,0,0,40,39,0
18,4,244115,1,4,8,3,2,1,0,0,16,39,0
29,4,351902,11,0,12,1,4,1,0,0,34,39,0
33,4,291414,1,2,6,0,4,1,0,0,40,39,0
27,4,278736,2,4,6,2,4,1,0,0,40,26,0
44,4,138975,11,4,14,1,4,1,0,0,50,39,0
32,4,165295,4,4,8,1,4,0,0,0,40,26,0
49,5,93557,7,2,4,0,4,1,0,0,45,39,1
66,6,176315,9,0,12,1,4,1,401,0,20,39,0
35,4,187167,11,4,1,4,4,0,0,0,40,39,0
24,4,241582,15,4,12,1,4,1,0,0,33,39,0
31,4,247328,1,2,11,0,4,1,0,0,40,39,0
75,6,157778,8,0,10,1,4,0,15831,0,50,39,1
66,6,67765,1,6,4,1,4,0,0,0,84,39,1
19,0,229431,15,4,0,3,4,1,0,0,40,39,0
46,4,192203,15,2,6,0,4,1,0,0,40,39,0
31,4,93326,15,5,1,3,4,0,0,0,40,39,0
46,4,118889,11,2,12,0,4,1,0,0,68,39,1
29,7,237028,11,4,1,4,4,0,0,0,40,39,0
63,4,156127,15,2,6,0,4,1,0,0,45,39,0
46,4,151325,0,2,3,0,4,1,0,0,40,39,0
52,4,311350,11,0,14,1,4,1,0,0,50,39,0
44,6,273465,7,4,12,3,4,1,0,0,50,39,0
66,4,172646,4,2,14,0,4,1,1173,0,12,39,0
51,4,379797,0,2,7,0,2,1,0,0,40,39,0
38,4,131827,9,2,3,0,4,1,0,0,70,39,0
26,7,158734,12,4,10,1,4,0,0,0,40,39,0
35,4,233533,9,2,12,0,4,1,0,0,42,39,0
48,4,246367,15,6,1,1,4,0,0,0,50,39,0
42,2,142049,15,0,13,4,4,0,0,0,32,39,0
50,4,101119,0,2,14,0,4,1,0,0,40,39,0
26,4,104830,12,4,4,1,4,0,594,0,35,39,0
42,4,173981,9,2,10,0,4,1,0,0,40,22,1
63,4,195338,9,2,4,0,4,1,15024,0,45,39,1
18,4,64253,1,4,12,3,2,0,0,0,20,39,0
56,4,182062,11,2,14,0,4,1,0,0,48,39,1
33,4,111696,15,2,1,0,4,1,0,0,45,39,0
41,0,168071,11,2,0,0,4,1,0,0,40,39,0
42,4,314369,11,0,3,4,2,1,0,0,45,39,0
37,4,178877,11,2,1,0,4,1,0,0,45,39,0
42,4,111483,12,4,10,1,4,1,0,0,48,39,1
18,0,192321,15,4,0,3,4,1,0,0,40,39,0
62,4,171757,5,6,14,1,2,1,0,0,40,39,0
29,1,157313,8,4,10,1,4,0,0,0,40,39,0
20,4,38772,1,4,8,1,4,1,0,0,40,39,0
36,1,72338,9,2,10,0,1,1,0,0,40,39,1
67,6,132626,11,2,5,0,4,1,0,0,70,39,0
50,4,176240,15,2,12,0,4,1,0,0,50,39,1
40,4,202692,11,2,8,0,4,1,0,0,35,39,0
18,4,70021,1,4,8,3,4,1,0,0,15,39,0
55,4,181242,11,0,11,1,4,1,0,0,20,39,0
48,4,196707,8,2,3,0,4,1,0,0,40,39,1
80,2,81534,3,6,5,1,1,1,1086,0,20,30,0
25,4,137658,15,4,1,1,4,0,0,0,45,39,0
24,4,253190,11,2,12,0,4,1,0,0,45,39,0
46,4,233059,6,0,14,1,4,1,0,0,40,39,0
22,7,177787,11,4,8,4,4,0,0,0,45,39,0
35,6,193026,15,2,4,0,4,1,0,0,60,39,0
62,6,271464,12,5,5,1,4,1,0,0,30,39,0
40,4,199689,11,0,8,1,4,0,0,0,40,39,0
27,1,190653,8,2,2,0,4,1,0,0,40,0,1
40,4,359389,9,0,8,4,1,0,0,0,40,30,0
49,6,181717,9,2,4,5,4,0,0,0,7,39,1
52,4,245127,6,2,6,0,4,1,0,0,40,28,0
21,4,274398,8,4,1,3,2,0,0,0,40,39,0
41,6,344624,15,2,10,0,4,1,0,0,60,39,1
35,4,169037,11,2,14,5,4,0,0,0,48,39,0
22,4,221406,15,4,8,1,4,0,0,0,20,39,0
71,4,211707,15,2,12,0,4,1,0,0,4,39,0
73,0,185939,9,2,0,0,4,1,0,0,40,39,0
33,4,227026,9,4,3,4,4,0,0,0,40,27,0
38,4,187847,12,2,4,0,4,1,0,0,50,39,1
19,4,238144,15,0,1,1,4,0,0,0,20,39,0
29,4,243660,15,4,8,1,4,1,0,0,45,39,0
26,4,102476,9,2,13,0,4,1,0,0,40,39,1
56,2,238405,11,6,1,1,4,0,0,0,40,39,0
29,4,187479,15,2,3,0,4,1,0,0,50,39,0
40,4,168294,11,2,3,0,4,1,0,0,40,39,0
52,0,129893,11,2,0,0,2,1,0,1579,30,39,0
55,4,172642,11,2,14,0,4,1,0,0,40,39,0
19,4,208066,15,4,12,3,4,0,0,0,20,39,0
39,4,247558,15,4,12,1,4,1,0,0,41,39,0
36,4,99233,15,2,10,0,4,1,0,1887,40,39,1
46,4,430278,12,4,10,1,4,1,0,0,40,39,0
33,7,204374,12,4,10,3,4,1,0,0,38,31,0
30,4,136832,6,4,6,3,4,1,0,0,40,39,0
54,1,151135,9,2,4,0,4,1,0,0,40,39,1
17,4,95875,6,4,6,3,4,1,0,0,12,39,0
39,4,360494,11,4,14,1,4,1,0,0,40,39,0
21,0,187581,15,4,0,3,4,0,0,0,40,39,0
53,4,98659,6,2,3,0,4,1,0,0,44,39,0
45,4,252242,10,0,12,1,4,1,99999,0,55,39,1
24,4,411238,15,2,1,5,2,0,0,0,40,39,0
47,6,199083,12,0,14,1,4,1,0,2258,50,39,1
38,4,222573,11,5,7,4,4,0,0,0,40,39,0
44,4,245317,11,2,1,0,4,1,0,0,40,39,0
45,4,216414,9,2,1,0,4,1,7688,0,50,39,1
32,4,236396,11,2,6,0,4,1,0,0,40,39,0
24,4,311826,15,4,12,4,4,0,0,0,18,39,0
38,4,172538,11,2,12,0,4,1,0,0,55,39,0
38,4,43712,11,2,1,0,4,1,0,0,55,39,0
33,4,272669,7,4,1,4,1,1,0,0,30,17,0
50,4,137299,7,0,3,4,4,1,0,0,40,39,0
40,4,171305,9,2,1,0,2,1,0,0,60,39,1
33,2,190027,11,0,8,3,2,0,0,0,40,39,0
20,4,376416,11,4,12,3,4,1,0,0,40,39,0
17,2,236831,2,4,1,3,2,0,0,0,15,39,0
27,4,170148,9,4,13,3,4,0,0,0,28,39,0
66,4,366425,11,2,8,0,4,1,0,0,40,39,0
53,4,95864,10,2,10,0,4,1,15024,0,50,9,1
71,4,37435,9,0,1,1,4,0,0,0,3,39,0
39,6,151835,0,2,3,0,4,1,0,0,40,39,0
36,4,149419,15,0,1,1,4,1,0,0,55,39,0
20,0,224238,15,4,0,3,4,1,0,0,6,39,0
56,4,359972,12,2,4,0,4,1,0,0,60,9,1
60,4,23063,5,2,12,0,4,1,0,0,40,39,0
43,4,198282,11,2,3,0,4,1,0,0,40,39,1
46,5,211020,9,2,4,0,4,1,15024,0,60,11,1
42,4,104196,11,4,6,2,4,1,0,0,40,39,0
56,4,133819,11,0,10,1,4,0,0,0,40,39,0
31,4,328734,11,4,1,4,4,0,0,2238,40,39,0
34,6,41210,11,2,5,0,4,1,0,0,60,39,0
38,4,225399,11,2,14,0,4,1,0,0,40,39,0
32,0,13862,11,4,0,1,0,0,0,0,38,39,0
32,2,43959,9,2,10,0,4,1,0,0,40,39,1
44,4,83827,11,0,4,1,4,0,0,0,50,39,0
24,4,157332,8,0,13,1,4,0,0,0,40,39,0
48,4,163706,9,2,4,0,4,1,15024,0,70,39,1
43,4,211517,15,4,1,1,4,1,0,1669,45,39,0
69,0,92852,11,2,0,0,4,1,0,0,5,39,0
39,6,192626,11,5,5,1,4,1,0,0,50,39,0
55,4,115439,15,2,10,0,4,1,0,0,40,39,1
27,4,98769,8,4,3,4,4,1,0,0,40,39,1
29,4,66473,15,4,5,4,4,1,0,0,50,39,0
41,6,138077,12,2,4,5,4,0,0,0,10,39,1
30,2,339388,15,2,13,0,4,1,0,0,72,39,1
28,4,195520,8,4,1,2,4,1,0,0,40,21,0
68,4,204680,11,2,4,0,4,1,0,0,37,39,0
55,4,184948,11,2,4,0,4,1,0,0,40,39,0
37,4,356231,0,2,7,0,2,1,0,2129,65,39,0
55,4,204334,14,2,4,0,4,1,0,1977,55,9,1
60,5,96660,11,2,1,5,4,0,0,0,8,39,1
44,4,184871,12,2,10,0,4,1,0,0,40,39,0
45,4,298950,11,2,7,0,4,1,0,0,40,39,0
37,4,238802,11,0,13,1,4,1,0,0,40,39,0
58,0,242670,15,2,0,5,4,0,0,0,20,39,0
47,4,183186,9,2,4,0,4,1,0,0,60,39,1
18,4,34125,1,4,8,3,4,0,0,0,10,39,0
23,4,158996,15,2,6,0,4,1,0,0,38,39,0
35,2,203883,15,0,13,4,4,0,0,0,40,39,0
61,5,248160,0,2,4,0,4,1,7688,0,40,39,1
54,4,548361,15,2,12,0,4,1,0,0,98,39,0
21,4,203914,11,2,1,5,4,0,0,0,19,39,0
53,7,91121,12,4,1,1,4,0,0,0,40,39,0
46,6,139397,0,5,4,4,4,0,0,0,15,7,0
56,4,208640,12,2,4,0,4,1,0,0,40,39,1
46,4,183013,9,0,3,1,4,1,0,0,50,39,0
36,4,161141,11,2,7,0,4,1,0,0,40,39,0
54,4,343333,9,6,1,1,4,0,0,0,80,39,1
35,7,210866,11,2,8,0,4,1,0,0,40,39,0
26,4,359854,9,4,9,2,4,0,0,0,35,26,0
49,5,235646,11,4,3,1,4,1,0,0,47,39,0
60,6,157588,11,0,1,4,4,0,0,0,99,39,0
55,4,200734,11,5,8,4,2,0,0,0,40,0,0
21,4,212213,7,4,1,1,2,0,0,0,40,39,0
38,4,248941,15,2,13,0,4,1,0,0,40,39,1
41,2,291831,12,2,10,0,4,1,0,0,35,39,0
43,7,114191,15,2,11,0,1,1,0,0,40,39,0
54,5,151580,9,2,13,0,4,1,0,0,40,39,1
46,4,331498,10,4,8,3,4,1,0,0,40,0,0
20,4,139989,15,4,1,3,2,1,0,0,40,39,0
35,4,187167,15,0,1,1,4,0,0,0,50,39,0
24,4,299528,15,4,12,1,1,0,0,0,50,36,0
41,4,226608,3,2,7,0,4,1,0,0,40,26,0
36,4,306361,11,4,8,4,2,1,0,0,40,39,0
40,6,213416,4,2,5,0,4,1,0,0,10,26,0
23,4,85139,11,4,1,1,4,0,0,0,40,39,0
37,4,48779,11,4,4,1,4,1,0,0,50,39,0
71,5,146365,15,6,4,1,4,0,0,0,24,39,0
36,4,355856,4,4,8,1,1,1,0,0,40,3,0
51,4,39264,15,2,4,5,4,0,0,0,40,39,1
30,4,117028,11,4,4,1,4,1,0,0,50,39,0
40,4,266631,11,2,3,0,2,1,0,0,40,14,0
26,4,152263,11,4,1,3,4,0,0,0,45,39,0
49,4,387074,15,2,12,0,4,1,0,0,40,39,0
30,4,245211,11,2,7,0,4,1,0,2002,43,39,0
48,4,136455,15,0,12,1,4,0,0,0,16,39,0
53,7,153486,9,2,13,0,4,1,0,0,40,39,1
31,4,105479,9,2,12,0,4,1,0,0,50,39,1
40,4,409902,11,4,7,3,2,0,0,0,40,39,0
21,0,133515,7,4,0,3,4,0,594,0,40,39,0
38,4,89202,11,0,3,1,4,1,0,0,40,39,0
37,0,185692,0,2,0,0,4,1,0,0,84,39,0
34,4,157024,0,4,8,4,2,0,0,0,20,39,0
53,4,230936,9,2,12,0,4,1,0,0,40,39,1
21,4,57298,15,4,12,3,4,0,0,0,35,39,0
26,4,82488,12,4,10,3,1,0,0,0,40,30,1
29,4,606111,9,0,4,1,4,0,0,0,40,39,0
44,4,235182,15,2,3,0,4,1,0,0,50,39,1
22,4,150336,15,0,13,2,4,0,0,0,40,39,0
43,1,145175,9,2,1,0,4,1,0,0,42,39,1
39,4,186719,15,5,3,4,4,0,0,0,25,39,0
38,2,325538,11,0,3,1,4,1,0,0,40,39,0
67,4,192995,11,6,4,1,4,0,0,0,35,39,0
31,4,103596,11,2,14,0,4,1,0,0,65,39,0
30,4,207172,1,4,11,1,4,0,0,0,35,39,0
53,6,237729,11,2,10,5,4,0,3411,0,65,39,0
44,4,121718,9,2,4,0,4,1,15024,0,48,39,1
43,4,196344,4,2,8,0,4,1,0,0,40,26,0
22,4,100235,11,4,6,3,4,1,0,0,40,39,0
31,4,161153,11,2,7,0,4,1,0,0,45,39,0
44,4,303619,1,0,3,1,4,1,0,0,40,39,0
88,6,141646,5,6,5,1,4,1,0,0,5,39,0
21,4,293726,11,4,12,1,4,1,0,0,60,39,0
31,4,190772,9,4,4,3,4,0,0,1590,35,0,0
35,2,91124,9,4,4,1,4,1,0,0,40,39,0
30,4,318912,9,4,8,3,2,1,0,0,55,39,0
48,4,355978,11,2,13,0,4,1,0,0,40,39,0
68,0,81468,11,6,0,4,4,0,0,0,16,39,0
64,4,183672,8,2,1,0,4,1,0,0,50,39,0
49,4,140826,12,2,4,0,1,1,99999,0,50,0,1
44,4,146659,10,2,10,0,4,1,0,0,50,39,0
18,4,294720,1,4,8,3,4,1,0,0,12,39,0
34,4,284629,11,2,7,0,4,1,0,0,40,39,0
29,2,128091,11,4,14,4,4,0,0,0,40,39,0
23,4,153643,11,4,7,2,2,1,0,0,40,39,0
36,5,173968,15,2,4,0,4,1,0,0,40,39,1
29,0,168479,9,4,0,1,4,1,0,0,40,39,0
34,4,303177,0,2,14,0,4,1,0,0,45,26,0
27,6,189030,9,4,12,1,4,1,0,0,40,39,0
57,2,261584,15,5,8,1,2,0,0,0,40,39,0
24,4,131230,11,4,1,1,4,1,0,0,40,39,0
54,4,138852,15,2,1,0,4,1,0,0,60,39,0
18,4,137532,15,4,12,3,4,0,0,0,20,39,0
25,4,67222,15,4,7,1,1,1,0,0,40,30,0
28,4,278736,15,2,7,0,4,1,0,0,40,26,0
87,4,143574,11,3,12,1,4,1,0,0,16,39,0
54,4,283725,12,0,12,1,4,0,0,0,40,39,0
21,4,131404,11,4,8,2,4,1,0,0,25,39,0
43,4,185015,4,3,9,2,4,0,0,0,40,8,0
43,1,47902,11,2,1,0,4,1,3908,0,40,39,0
38,4,272017,11,4,7,1,4,1,0,0,40,39,0
46,4,224559,11,2,3,0,2,1,0,0,35,39,0
65,4,138247,15,6,12,1,4,0,0,0,22,39,0
39,4,365465,11,2,3,0,4,1,0,0,40,39,0
60,6,69887,15,2,5,0,4,1,0,0,50,39,1
30,4,203488,9,4,12,1,4,1,0,0,60,39,0
39,4,57691,11,2,6,0,4,1,7298,0,40,39,1
35,4,193815,9,2,10,0,4,1,0,1977,48,39,1
31,6,37284,15,2,5,0,4,1,0,0,40,39,0
39,4,317434,11,4,4,3,4,1,0,0,40,39,0
33,4,198613,11,2,3,0,4,1,0,0,40,39,0
