age,workclass,fnlwgt,education,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
24,4,89958,11,2,5,4,4,0,3342,0,40,39,0
19,1,120101,9,2,4,1,1,1,0,0,59,27,0
25,5,243077,15,5,10,4,0,0,0,0,21,39,0
45,1,224760,8,4,1,4,4,0,0,0,59,39,0
36,4,162785,12,2,8,0,4,1,0,0,40,39,0
41,4,63507,15,4,3,0,2,0,0,0,40,39,0
24,4,45795,0,2,5,4,4,1,0,0,40,39,1
63,4,288710,15,4,4,1,4,1,0,0,40,39,0
41,4,154091,6,4,8,1,4,1,0,2403,40,39,0
25,4,247023,15,4,10,4,4,0,0,0,50,39,0
41,4,165342,9,2,3,1,2,0,3742,0,40,30,0
56,4,172343,15,0,11,1,4,0,0,0,40,39,0
31,4,33168,9,2,2,5,4,1,0,1994,58,39,0
51,0,74654,15,4,11,2,4,0,3686,0,40,0,0
31,4,180924,6,2,4,0,2,1,0,0,40,10,1
41,4,101972,9,2,4,1,4,1,0,0,40,39,0
20,4,90015,12,4,3,1,4,0,0,0,45,39,0
41,2,341716,11,4,0,1,4,0,0,1997,40,39,0
57,6,144227,12,4,12,3,4,1,0,0,40,39,0
32,6,60948,15,2,3,4,4,1,0,0,40,39,0
25,4,200922,3,2,13,1,4,1,0,0,10,26,0
36,4,175448,6,2,3,4,4,0,0,0,40,11,0
41,4,163187,11,4,3,1,4,1,0,0,20,39,0
40,4,35849,15,2,4,0,4,1,0,0,57,19,0
32,4,90126,11,4,3,4,2,1,0,0,58,39,0
50,4,58652,9,4,5,4,4,1,0,0,40,39,0
25,4,162079,15,2,4,1,4,1,0,0,58,39,0
19,4,79853,7,4,4,4,1,1,0,0,30,39,0
31,4,62609,11,4,12,1,4,0,0,0,50,39,0
46,3,80914,15,4,10,1,4,1,0,0,9,38,1
19,0,104311,15,1,3,1,4,0,3279,0,45,3,0
31,4,167104,12,2,10,4,1,1,0,0,40,39,1
25,4,154448,15,0,12,1,4,0,0,0,40,39,0
46,4,51315,0,4,3,1,4,1,99956,0,40,39,0
20,5,155753,15,2,12,1,4,1,0,1998,70,13,1
50,5,151275,9,2,14,3,4,1,0,0,40,39,0
25,4,89024,15,2,13,0,4,0,0,0,40,39,0
25,6,329368,6,2,14,5,2,0,0,1661,40,39,0
25,4,93070,9,6,3,0,4,1,0,0,45,39,0
25,4,138917,15,0,14,0,4,1,0,0,10,39,0
45,4,239283,11,4,9,1,4,1,0,1136,36,39,0
41,4,53742,15,2,12,1,4,0,0,0,40,39,0
36,7,19636,11,4,14,1,4,0,0,0,40,33,0
37,4,178361,9,4,10,0,4,1,0,0,36,39,0
63,2,62033,11,2,3,3,4,1,0,0,50,39,0
20,4,214136,11,4,10,0,2,1,0,0,50,41,0
50,4,73203,15,2,0,0,0,0,0,0,58,39,1
56,4,241222,7,0,8,4,4,1,0,0,21,33,0
25,4,47313,11,4,5,3,2,0,0,0,40,39,0
25,4,108417,11,2,3,1,4,0,0,0,40,39,0
36,4,332381,9,4,4,0,4,1,0,0,58,39,1
50,4,184630,15,4,10,0,4,1,0,0,40,39,0
56,4,103932,11,2,1,5,4,1,0,0,40,39,0
20,4,68505,15,0,14,1,4,1,0,0,40,39,0
51,6,232973,15,4,12,4,2,1,0,0,45,39,0
41,4,310213,11,2,0,0,4,0,0,0,69,39,0
45,4,141238,1,2,3,4,1,1,0,0,40,39,1
25,4,26422,6,2,6,1,4,1,0,0,58,39,0
40,4,80241,7,2,1,4,4,1,0,1647,50,39,1
36,4,63421,15,4,6,0,4,0,24029,0,40,39,0
19,2,169024,11,4,3,0,4,0,0,0,68,39,0
46,2,189828,12,4,3,1,1,0,0,0,58,15,0
45,7,157856,15,0,10,4,4,0,0,0,45,39,1
45,4,182091,15,4,13,0,4,1,14625,0,81,39,0
45,4,70792,9,2,3,1,2,1,0,0,58,39,0
51,4,154490,4,2,3,2,4,1,0,1645,59,39,1
25,4,23825,13,4,4,0,4,1,0,0,58,39,0
36,4,170284,15,4,2,4,2,0,0,0,31,39,1
63,5,178983,11,5,3,0,4,0,0,0,30,35,0
46,4,86829,15,0,0,0,4,0,0,1992,79,39,0
37,1,51411,11,2,12,3,4,1,0,0,40,39,1
41,4,253769,6,2,10,4,4,0,0,0,40,39,1
25,4,135897,11,1,12,3,4,1,0,0,40,39,0
31,4,173683,11,2,11,1,4,1,14620,3056,40,39,0
24,4,221030,2,5,5,3,4,0,0,0,40,39,1
45,4,293269,15,4,8,0,4,0,0,0,40,39,0
25,6,157741,11,4,10,0,3,0,0,0,30,39,0
45,4,243109,14,4,3,4,4,1,0,0,40,39,0
45,4,202932,15,2,3,1,2,1,0,0,40,39,0
69,4,195927,11,2,5,1,4,1,0,2378,40,39,1
51,4,152422,15,2,10,0,4,1,0,0,40,0,1
46,4,74131,9,2,11,0,4,0,0,0,40,39,0
25,4,142850,9,4,12,1,4,0,0,0,36,18,1
45,4,85323,11,4,10,1,4,0,0,0,50,39,0
50,0,21620,15,5,1,0,4,1,0,0,40,39,1
41,4,94316,9,2,10,0,4,1,0,0,36,39,1
35,5,180253,9,2,7,1,4,1,0,0,58,39,1
50,4,181174,15,2,8,1,4,1,0,0,40,39,1
19,2,201071,5,0,10,0,2,1,0,0,21,41,1
45,4,144962,15,1,10,3,4,1,0,0,58,39,1
19,0,107196,3,4,4,1,4,1,0,0,40,39,1
41,4,81767,9,4,3,0,4,0,0,0,30,39,0
36,0,153278,15,2,3,0,4,1,14903,0,11,39,0
19,4,140480,0,4,3,2,4,1,0,0,59,31,0
36,4,98947,9,0,13,3,4,0,0,0,50,39,0
36,4,27009,11,0,13,1,4,1,0,0,57,39,1
41,4,55364,4,4,10,4,4,0,0,0,35,39,1
67,4,167863,15,4,10,4,4,0,0,0,40,39,0
25,3,61158,15,0,4,1,4,0,0,1660,36,39,0
36,6,26544,15,4,12,0,4,1,3213,0,58,31,0
19,4,52134,10,2,8,5,4,1,0,0,36,39,0
40,6,160648,11,2,4,3,1,1,0,0,40,39,1
36,4,228954,15,0,4,3,4,1,0,0,40,3,1
40,5,85843,15,2,10,5,3,1,0,0,50,19,0
62,4,138830,10,4,4,0,4,1,0,0,40,39,0
31,4,102536,4,2,1,2,4,1,2797,0,79,0,0
25,4,166896,9,3,0,1,4,0,0,0,36,39,1
57,4,94808,14,2,8,4,4,1,0,1991,40,39,0
36,4,79894,11,2,13,1,4,0,0,0,36,39,0
51,4,251451,1,2,4,0,2,1,0,0,45,39,0
65,4,166299,11,5,1,5,4,1,0,0,36,17,1
25,6,113181,15,4,10,3,4,1,0,1896,36,39,1
32,2,69003,6,2,3,0,4,1,15036,0,36,39,1
41,6,177040,6,4,8,1,4,1,24936,0,40,39,0
36,0,201483,9,2,4,0,4,0,0,0,40,39,0
41,4,152258,15,4,3,3,4,1,7524,0,40,39,0
30,4,25049,11,2,5,1,4,1,0,0,59,39,0
41,6,273613,9,2,1,0,4,0,0,0,50,39,0
36,4,278718,9,2,11,0,4,1,0,0,50,26,0
25,4,102257,6,4,8,3,4,1,0,0,50,39,0
25,0,101824,15,2,10,3,4,0,0,2925,40,39,0
51,4,51195,1,4,12,3,4,1,0,0,22,39,0
36,4,166344,11,4,1,4,4,0,0,0,40,39,0
40,6,174244,15,2,8,4,4,0,0,0,40,39,0
66,4,218776,14,2,6,3,2,1,7038,0,21,39,0
57,6,159554,15,6,14,5,4,0,0,1667,76,39,0
41,4,83549,11,2,6,0,4,0,3510,0,40,39,1
63,4,204720,15,4,4,0,4,0,0,0,40,39,0
20,6,261678,9,5,4,3,4,1,0,0,58,38,0
31,4,254086,11,4,3,1,0,1,0,0,40,39,0
62,4,62104,15,2,0,4,4,0,0,2354,40,39,0
45,4,100861,15,4,12,4,4,0,0,0,58,39,0
51,4,306405,11,0,7,2,4,0,0,0,84,39,0
45,4,272483,7,0,7,1,4,1,0,0,9,39,0
62,4,179208,15,4,3,0,4,0,0,0,30,39,0
41,4,156181,15,2,4,3,4,1,0,0,40,39,1
32,5,145608,9,4,5,3,4,1,0,0,40,39,1
19,4,86415,9,0,14,1,4,1,0,0,40,0,0
41,4,38097,11,4,4,0,4,1,0,0,21,39,0
50,4,161296,9,2,8,3,4,1,0,0,40,39,0
46,4,86305,3,4,3,0,4,0,0,0,40,39,1
37,4,100104,5,2,10,1,4,0,3118,0,40,39,0
25,0,272341,9,0,3,1,4,1,0,0,40,39,0
25,4,141748,15,2,10,1,2,0,0,1996,40,39,1
46,4,19304,15,2,7,3,4,0,0,2983,40,39,1
20,4,150666,15,2,3,3,4,0,0,0,30,39,1
41,6,229975,11,2,3,3,2,1,0,1900,21,39,1
63,6,146951,6,4,10,4,4,1,14932,0,40,39,0
51,4,105002,0,2,6,1,4,0,0,0,40,0,0
25,4,166348,3,2,10,1,4,0,0,0,21,39,0
36,4,105033,15,2,9,4,4,0,0,0,40,39,1
25,4,108140,0,0,4,1,4,1,0,0,40,39,0
46,6,71000,11,2,3,1,4,1,3351,0,12,33,1
63,4,220888,9,4,4,0,0,0,0,0,21,12,0
31,4,14130,15,4,8,1,4,1,0,0,40,39,0
25,4,111354,15,3,3,1,2,1,0,0,9,39,0
24,4,169753,6,0,3,1,4,0,0,0,36,34,0
36,4,95219,11,6,12,5,4,1,0,0,40,39,0
31,4,72851,15,2,1,1,4,1,0,1139,40,39,0
25,5,114058,9,4,8,5,4,1,22554,0,9,39,0
45,4,32226,15,2,14,0,4,0,0,0,40,39,1
25,4,160758,9,4,8,1,4,1,0,0,58,39,1
50,4,335743,1,2,3,4,4,1,23496,0,40,39,1
25,4,140695,15,0,10,1,4,1,0,1644,45,39,0
37,4,160922,11,2,10,4,4,0,0,0,70,39,0
19,5,79406,11,2,12,5,4,1,7111,0,40,39,0
36,4,90837,11,0,3,1,4,1,0,0,40,39,0
41,0,156865,15,2,8,4,1,1,7576,0,58,39,0
68,6,323768,6,2,10,4,4,1,0,0,45,39,0
36,2,106509,15,2,12,1,4,1,0,0,40,39,0
63,4,85918,9,2,0,1,4,1,0,2362,40,19,0
64,4,165646,9,4,3,3,4,1,0,1895,57,39,0
58,4,49571,9,0,7,1,4,0,0,0,20,39,0
41,4,141060,15,4,3,0,4,1,0,0,40,23,0
36,4,146562,11,4,4,1,1,1,0,0,40,39,0
68,4,166675,2,2,1,1,4,0,0,0,45,39,0
25,6,94537,9,4,12,2,4,1,0,0,44,38,1
31,4,181379,15,0,1,1,4,0,0,0,22,39,0
19,4,83098,11,3,10,2,4,1,0,0,22,39,0
36,4,81206,9,2,3,0,4,0,0,0,40,39,0
19,4,289662,15,0,13,1,2,1,0,0,79,39,1
31,4,106270,15,2,3,0,4,1,0,0,40,15,1
36,4,168385,15,0,13,1,4,1,0,0,50,39,0
41,4,111941,11,2,1,1,0,1,0,0,50,39,0
25,0,112150,6,2,3,5,2,0,2932,0,11,0,0
31,4,161538,9,0,3,5,4,1,0,0,36,39,1
41,4,92543,15,4,1,1,4,0,0,0,58,39,0
62,4,76455,11,2,10,5,4,0,0,2389,58,39,0
41,4,64717,15,0,8,1,0,1,2870,0,40,3,0
36,4,146769,7,2,8,1,4,0,0,1893,11,39,0
41,2,49757,11,2,6,1,4,0,0,0,70,39,0
41,4,87141,9,2,10,1,4,1,0,0,50,39,1
41,6,92207,9,2,14,4,4,0,0,0,57,32,0
49,6,49347,15,4,14,1,0,0,0,0,36,39,0
25,6,151797,15,2,10,2,4,1,0,0,36,39,1
25,4,70959,11,2,2,5,4,0,0,0,70,39,0
63,4,225024,11,2,1,1,2,1,0,0,45,39,1
36,4,334827,9,4,7,3,4,1,0,0,20,39,0
50,4,103663,11,4,10,3,0,1,3398,0,40,39,0
24,4,22216,15,4,6,1,4,1,3125,1895,20,39,0
31,4,77249,12,4,3,0,4,1,0,1999,36,39,0
45,4,143967,15,4,5,0,2,1,3034,0,30,39,0
63,4,25246,11,2,10,0,4,1,0,0,45,39,0
50,5,162882,8,4,4,1,4,1,0,0,50,39,0
32,4,99133,15,2,10,0,4,1,0,0,45,39,0
40,4,79894,15,2,8,5,4,1,0,0,57,39,0
25,4,252109,15,2,10,1,4,0,0,0,35,39,1
58,4,195860,11,4,3,0,4,1,0,0,40,23,0
41,0,121030,5,4,8,3,2,1,0,1679,40,39,0
31,4,129686,12,2,9,4,2,0,0,0,36,39,0
25,6,23557,11,4,13,1,4,1,0,0,40,39,1
50,4,219921,15,4,4,0,4,1,0,0,40,39,0
62,3,69324,12,2,4,0,4,0,0,0,50,39,0
31,4,101272,11,2,3,0,1,1,0,0,45,39,0
25,4,81209,11,4,12,1,2,0,0,0,40,39,0
31,2,160404,15,4,13,5,4,1,0,0,36,39,0
24,4,149320,15,2,3,0,4,1,0,0,35,39,0
36,4,45382,5,4,4,4,4,1,0,0,40,39,0
41,4,45744,12,4,4,5,4,1,0,0,36,39,0
36,4,66006,8,4,10,0,4,0,3216,0,21,39,1
50,4,91884,9,2,7,5,4,1,0,0,45,39,1
31,4,56689,12,2,9,0,4,0,0,0,40,39,0
31,6,29424,15,4,14,1,4,1,0,0,40,38,1
41,0,160149,11,4,12,4,4,0,0,1646,40,39,0
25,4,202804,15,2,10,0,4,1,0,0,69,39,0
31,4,55516,10,2,11,1,4,1,7601,0,40,39,0
20,5,247108,15,2,10,0,4,1,0,2960,46,39,1
25,2,96810,9,2,10,1,0,1,0,0,50,39,0
19,6,106599,15,4,3,4,4,1,0,0,22,39,0
40,4,29598,11,2,4,1,3,0,0,0,40,39,1
57,6,59985,0,2,14,5,2,1,0,2933,50,39,0
24,6,86537,11,4,5,1,4,1,0,0,50,14,0
64,4,97837,15,2,3,0,4,1,0,2383,45,39,0
40,4,144392,12,2,5,0,4,1,7743,0,45,39,1
41,4,144481,9,2,1,0,4,0,0,0,58,39,0
36,4,59312,9,5,1,0,4,0,0,0,50,39,0
68,6,129340,9,2,8,5,4,0,0,0,40,39,0
41,4,114787,9,4,3,2,2,0,0,0,20,39,1
31,2,164612,11,2,8,1,1,0,0,0,40,36,1
50,4,61843,15,4,10,0,4,1,0,0,58,39,0
32,0,137702,1,2,11,0,4,1,0,0,40,39,0
50,6,151757,9,4,6,1,4,1,0,0,40,39,1
50,4,225317,11,4,3,5,4,0,0,0,40,39,0
31,6,33837,13,6,13,2,4,0,0,0,40,39,1
50,4,109078,15,2,6,0,1,0,0,0,21,39,0
41,2,188383,15,2,4,3,4,1,0,0,11,39,0
41,4,91671,15,4,9,1,4,0,0,0,21,39,0
31,2,64132,12,2,12,1,4,0,7770,0,31,39,0
63,4,163468,11,4,3,1,4,0,0,0,45,39,0
37,4,151010,4,0,7,1,2,0,0,0,40,39,0
25,4,130524,11,4,7,1,4,1,0,0,75,39,0
20,4,146151,6,2,10,0,4,1,0,0,69,39,1
45,6,203694,15,2,3,5,4,0,0,0,45,39,1
25,5,178254,9,4,3,3,4,1,0,0,45,41,0
41,4,161398,11,4,10,0,0,1,0,0,50,35,0
62,4,90345,10,2,10,1,2,1,0,0,40,39,0
25,7,85199,9,4,14,0,4,1,0,0,40,39,0
19,4,272471,9,4,12,1,4,1,0,0,40,39,0
40,6,145944,11,4,12,1,4,0,0,0,40,39,0
25,4,207272,12,1,10,5,4,1,0,0,50,39,0
50,4,245596,15,3,3,0,4,1,3207,0,40,39,1
32,4,134250,12,6,1,0,0,0,0,0,40,39,0
45,4,81259,15,0,10,0,4,0,0,0,45,39,0
20,4,151517,3,4,4,1,4,1,0,0,58,39,0
70,6,170260,12,4,1,1,1,0,0,1896,58,39,0
36,4,222117,2,4,8,1,2,0,0,0,50,39,1
44,8,135007,9,4,10,0,4,0,0,0,40,39,0
31,4,105522,9,4,3,1,4,0,0,0,40,39,0
36,4,167166,9,4,0,1,2,0,0,0,40,39,1
36,4,155524,12,2,10,0,4,0,0,0,30,39,0
58,4,31815,11,2,0,3,4,0,23028,1635,40,39,0
50,4,154224,11,4,12,1,4,0,0,0,70,39,0
41,0,317789,15,4,1,0,4,0,0,0,40,2,0
41,4,228111,12,5,10,4,4,1,0,0,50,39,1
36,4,33450,11,2,7,1,4,0,0,0,40,34,0
51,4,101828,8,4,3,0,4,1,0,0,40,39,0
45,4,170214,15,2,3,3,4,1,0,3140,59,39,0
31,4,46685,11,2,12,3,4,0,3106,0,22,39,0
25,4,285803,11,4,1,4,4,1,7285,0,40,39,0
37,4,154658,15,4,10,3,4,0,0,0,21,39,0
31,4,147920,9,4,1,5,3,1,0,1668,40,39,0
41,4,118061,11,2,12,0,4,0,0,0,76,14,0
41,4,77720,6,2,6,5,4,1,0,3004,40,39,0
36,4,82639,15,4,14,0,4,1,0,0,50,39,0
25,4,142200,8,0,3,1,4,1,0,0,35,39,0
50,4,106415,11,4,7,3,4,0,0,0,40,39,1
25,4,380661,8,5,10,3,4,1,0,0,57,39,0
25,4,149917,12,4,8,3,4,1,0,0,40,39,0
37,6,198527,11,4,3,1,4,0,0,0,57,31,0
57,4,309598,15,4,7,0,3,0,2912,0,58,39,0
36,0,216185,11,4,8,0,4,0,0,0,31,31,0
45,4,111753,12,2,8,3,3,1,0,0,40,1,0
63,4,172214,7,4,4,5,4,1,99263,0,36,39,1
36,4,149588,15,2,12,3,4,0,0,0,40,39,0
36,4,22824,15,4,1,0,4,1,0,2956,45,39,0
41,4,167064,9,4,1,1,0,1,0,0,12,39,0
50,5,153398,12,0,14,3,4,0,0,2365,50,39,0
41,4,168030,11,0,3,1,4,0,0,1897,40,39,0
57,4,286748,11,2,0,4,4,1,6977,0,40,39,0
46,6,61120,11,2,10,5,4,1,0,0,50,39,0
63,4,103012,15,0,3,4,4,1,0,0,50,39,0
56,4,94488,15,4,10,0,3,0,0,0,11,39,0
41,8,25816,10,2,0,1,2,1,0,0,78,26,0
25,4,169682,5,0,13,1,4,1,0,0,45,39,0
69,4,74355,9,2,3,1,4,0,0,0,21,28,0
50,2,165225,9,4,10,3,4,0,0,3023,40,39,0
20,1,77638,15,4,10,0,4,0,0,0,57,39,0
46,6,244136,9,6,10,0,4,1,0,0,50,39,1
25,4,208745,9,4,12,0,4,1,3524,0,56,39,0
25,4,90391,15,0,4,0,4,1,25423,0,36,39,0
26,4,209932,6,4,7,1,4,0,0,0,40,39,0
24,6,137276,11,2,12,2,4,1,7075,0,40,39,0
50,4,125513,5,2,3,1,0,1,7297,0,21,39,0
36,4,271734,11,4,5,0,4,1,0,0,57,39,1
24,4,152721,14,6,10,4,3,0,0,0,40,39,0
36,5,189149,15,2,11,4,4,1,3048,0,58,39,0
51,4,168856,9,2,12,1,4,1,0,0,40,11,0
24,4,173873,9,4,4,0,4,1,3520,0,40,39,0
36,2,80757,1,0,4,3,4,1,0,0,58,39,1
46,5,122820,11,4,4,3,4,0,0,0,40,14,1
20,4,151371,9,2,3,0,4,1,0,0,21,39,0
25,4,238605,15,4,6,1,4,0,0,0,40,39,0
57,4,188191,11,4,10,1,4,0,3189,0,40,39,0
20,4,264377,4,4,5,0,4,0,0,0,44,39,0
31,4,154019,1,2,1,0,0,1,0,0,57,39,0
46,4,126952,14,4,3,4,4,0,0,2001,40,39,1
36,4,93050,12,0,12,0,4,1,0,0,80,39,0
25,4,243120,11,4,4,1,4,1,0,0,40,39,0
50,4,75295,9,1,5,2,4,0,7093,0,40,39,1
36,7,245941,15,2,14,1,4,1,0,2357,40,39,0
50,4,156889,9,4,13,1,4,0,0,0,40,40,0
57,4,157406,15,1,8,0,4,1,3114,0,59,39,0
45,4,59548,11,4,12,1,1,1,14242,0,40,39,0
50,5,77764,15,2,5,4,4,1,0,0,78,39,0
41,1,159637,15,2,11,5,4,0,0,0,40,40,1
41,4,16547,8,2,1,1,4,1,0,0,59,39,0
45,4,33653,11,2,7,2,4,1,0,0,40,39,0
41,4,59133,9,4,7,0,4,0,0,0,40,40,1
25,5,147262,6,4,10,1,4,1,0,0,40,39,0
41,4,70503,15,5,6,0,4,0,0,0,40,39,0
36,4,152458,11,4,3,1,4,0,0,0,57,39,0
31,4,21407,15,4,0,1,4,1,0,0,46,39,1
31,6,41849,11,4,9,1,4,0,0,0,50,40,0
40,4,205677,11,4,14,1,1,1,0,0,40,39,0
19,4,107547,14,4,5,1,4,1,0,0,40,39,0
20,0,82077,15,3,1,0,2,1,0,2351,11,39,0
19,0,149605,8,4,4,0,1,1,0,0,40,39,1
45,6,210953,12,4,4,0,4,1,0,0,59,41,1
36,6,240389,12,0,4,0,4,1,6761,0,40,39,1
25,4,208534,11,0,0,1,2,1,0,0,40,39,0
50,6,50059,11,2,10,0,4,1,0,0,40,39,0
45,4,50952,15,4,8,1,4,0,0,0,40,29,0
19,4,154593,9,4,10,5,4,1,2649,0,40,39,1
45,4,96691,15,4,10,4,4,0,0,0,40,39,1
32,4,264008,15,2,10,4,1,0,0,1646,40,39,0
50,6,198715,12,0,6,0,4,1,0,0,58,39,1
36,4,59865,9,4,0,3,4,1,0,1149,40,11,0
36,4,144861,4,4,12,0,4,0,0,0,36,39,0
36,4,19052,15,0,12,0,4,1,2963,0,40,39,0
58,3,171366,9,0,9,1,4,1,0,0,59,39,0
19,4,54203,9,4,0,0,4,0,0,0,30,39,0
25,4,187114,11,2,13,5,1,1,0,0,45,39,0
45,4,13263,11,2,14,0,4,1,0,0,59,39,1
25,4,122238,15,2,8,1,4,1,0,0,40,33,0
36,4,71550,12,4,7,0,4,1,0,0,36,39,1
19,4,91753,15,4,4,0,1,1,0,0,40,29,0
41,4,91048,9,4,7,4,4,1,0,0,57,39,0
20,4,290823,5,4,1,0,4,0,0,0,40,39,0
50,4,86425,5,4,0,0,4,1,0,0,40,12,0
25,4,163381,9,2,8,0,4,1,0,0,45,39,1
41,5,110577,11,2,7,3,4,1,0,0,50,39,1
68,7,72557,15,0,1,1,4,0,0,0,40,4,0
31,3,152106,0,2,4,1,4,1,0,0,40,39,0
25,4,58787,15,3,3,4,4,1,0,0,40,39,0
45,4,138351,15,4,3,4,4,1,0,0,40,39,0
41,4,142526,15,4,7,3,4,1,0,2767,45,39,0
50,1,78146,15,4,8,1,2,1,0,1108,40,39,0
67,4,73140,11,2,0,1,4,1,0,0,58,39,0
32,4,42404,11,4,8,5,4,1,0,0,40,39,0
70,4,225808,15,4,4,4,4,1,0,0,82,39,1
25,4,58249,15,2,10,0,0,0,0,0,40,39,0
36,4,173987,15,2,10,5,4,1,0,0,40,39,0
41,4,148857,9,4,6,0,4,0,0,1895,40,39,0
50,6,154786,14,4,4,4,0,1,0,0,40,39,0
41,4,128117,11,2,3,3,4,1,0,0,21,39,0
62,4,153748,15,2,14,0,4,0,0,0,45,39,0
45,4,190386,8,0,3,3,4,1,0,0,40,39,0
25,4,314061,9,2,8,1,4,0,6780,0,50,2,0
20,4,65732,15,2,3,3,4,0,7457,0,20,39,0
41,4,155740,5,4,12,3,2,1,0,0,40,8,1
36,4,180202,1,4,5,1,2,0,0,0,36,39,0
25,4,220795,14,0,12,0,4,1,0,1643,40,39,0
41,4,184388,6,0,10,4,4,0,0,0,36,39,0
51,4,181616,11,4,3,0,4,0,0,0,40,39,0
46,4,147501,9,4,4,0,4,0,0,0,69,39,0
46,2,20282,15,4,4,1,1,1,0,0,40,7,0
25,4,108382,9,4,10,5,4,1,0,0,70,18,0
24,4,148597,9,0,12,0,4,1,0,0,45,39,0
32,4,142245,0,4,10,1,4,0,0,0,40,39,0
46,4,161910,11,4,14,5,4,1,0,0,40,39,0
25,2,31227,14,0,4,0,4,1,7332,0,69,39,0
25,4,307011,11,4,12,4,4,0,0,0,40,39,0
40,4,89447,11,0,10,4,4,1,21885,0,78,39,1
41,4,59595,1,4,10,3,4,1,0,0,40,39,0
32,4,234386,11,4,3,3,3,0,0,2956,40,40,0
31,0,259687,11,4,5,2,4,0,0,0,21,39,1
49,4,20966,11,4,4,0,4,1,0,0,30,4,0
41,4,63037,11,2,6,1,4,1,0,0,30,25,0
19,8,434599,11,2,1,3,4,1,0,0,36,37,0
25,4,55211,7,4,14,5,2,1,0,0,58,39,1
36,4,155864,14,0,10,1,2,1,0,0,40,24,0
24,1,52408,11,4,12,2,4,0,3351,0,40,39,0
69,1,150910,11,4,4,1,4,1,0,0,21,39,1
50,4,111135,12,2,1,5,4,0,0,0,50,6,0
67,1,214467,9,4,14,1,4,1,0,0,45,39,1
57,1,170409,11,4,10,1,0,0,0,0,40,16,0
25,2,20400,15,4,14,1,2,1,0,0,36,39,0
45,4,50625,15,2,1,2,4,1,0,0,57,39,0
32,2,300383,7,4,12,1,4,1,0,0,40,39,0
40,4,58917,15,4,13,1,4,0,0,0,36,39,0
25,4,59270,15,0,3,0,4,0,3791,0,36,39,0
46,4,60864,11,5,3,0,4,1,0,0,80,39,0
25,4,277791,13,6,3,0,4,1,0,0,46,39,0
25,7,100065,15,4,6,1,4,0,0,0,40,39,0
41,4,178184,11,4,3,0,4,0,7128,1665,40,39,0
64,7,75237,1,4,4,3,1,1,0,1090,40,39,0
20,4,229246,15,4,0,4,4,0,0,1997,46,36,1
25,5,154490,11,2,12,0,4,1,97508,0,10,39,0
36,4,121623,11,2,3,0,4,0,0,0,40,39,0
50,4,280168,1,4,5,5,4,1,0,1997,22,39,1
64,5,159796,15,4,4,3,4,1,0,0,20,39,0
25,4,87979,11,1,4,1,4,0,6561,0,40,39,1
41,4,146549,11,2,4,5,4,0,0,0,20,0,0
36,4,90995,2,4,3,4,4,0,2924,1997,40,39,1
20,4,153583,15,2,8,0,4,1,7055,0,40,39,0
19,4,19075,15,2,8,1,4,1,0,0,40,39,1
41,2,88475,9,4,4,5,4,0,0,0,40,16,0
51,5,146455,9,0,3,1,4,0,0,0,40,39,0
45,4,165894,14,2,4,4,4,1,0,0,45,39,0
25,2,128438,15,4,8,0,4,1,0,1068,22,39,1
50,4,300671,10,0,6,1,4,0,0,0,40,39,0
25,2,109443,11,2,4,1,4,1,0,0,40,39,1
20,4,247456,15,4,3,0,4,1,0,0,58,39,0
63,4,166038,15,4,12,3,4,0,0,1898,50,39,0
19,4,170196,8,4,1,1,4,1,0,0,40,39,0
50,5,100171,9,4,5,5,4,0,0,0,40,39,1
31,6,273093,2,2,13,3,4,1,0,0,50,39,0
51,4,234010,9,2,12,4,4,0,0,0,40,39,1
57,6,235708,15,2,12,5,4,1,0,0,50,39,0
63,4,82737,15,2,0,1,4,1,0,0,40,39,1
57,4,195877,10,2,12,1,4,0,0,0,40,7,0
25,8,100896,9,2,4,1,4,0,0,0,40,32,0
25,4,86369,9,4,3,0,3,1,0,0,36,39,0
46,4,148228,11,4,4,1,4,1,0,0,40,30,0
31,6,95740,9,0,1,1,3,1,0,0,36,39,1
41,4,149699,11,2,3,0,4,1,0,0,40,39,0
41,4,263083,6,0,12,1,4,1,0,0,40,39,0
36,4,68272,9,4,3,1,4,0,0,2357,40,5,0
20,0,43776,15,2,4,1,1,0,0,0,70,9,0
45,4,47985,8,4,12,0,4,1,0,0,36,36,1
25,0,176893,11,4,10,5,4,0,0,0,45,39,0
25,4,83027,11,2,13,1,4,1,0,0,80,39,1
41,4,52753,9,3,12,0,4,0,0,0,40,39,1
41,4,274860,8,4,8,1,4,1,0,0,40,40,0
25,4,121906,9,5,13,5,4,1,14879,0,40,39,0
31,4,165559,11,2,1,0,4,0,0,0,40,39,0
36,4,202981,12,0,3,1,4,1,0,0,58,23,0
32,4,157819,9,0,8,0,4,0,0,0,40,25,0
64,4,148644,15,2,4,0,4,1,6904,0,50,6,1
25,6,114077,11,6,7,3,4,1,3846,0,58,39,0
32,5,148543,9,0,3,1,4,1,2522,0,30,39,0
57,4,145282,7,2,4,4,4,1,0,0,40,39,1
26,4,84862,15,5,4,0,4,0,0,0,21,39,0
36,4,46237,15,4,3,0,4,0,0,0,10,39,0
25,4,111502,11,2,8,5,4,1,0,0,58,31,0
68,4,286898,11,4,1,3,4,0,0,0,58,33,0
